Employer_No,Effective_From,Effective_To,Status,Tier
100505,2016-05-24,2018-11-02,Open,4
100505,2018-11-03,2018-11-04,Open,4
100505,2018-11-05,2018-11-13,Open,4
100505,2018-11-14,2018-11-21,Open,4
100505,2018-11-22,2018-11-26,Open,4
100505,2018-11-27,2018-11-28,Open,4
100505,2018-11-29,2018-12-17,Open,4
100505,2018-12-18,2018-12-20,Open,4
100505,2018-12-21,9999-12-31,Open,4
100530,2007-05-26,2016-05-23,Open,4
100530,2016-05-24,2018-11-02,Open,4
100530,2018-11-03,2018-11-04,Open,4
100530,2018-11-05,2018-11-13,Open,4
100530,2018-11-14,2018-11-21,Open,4
100530,2018-11-22,2018-11-26,Open,4
100530,2018-11-27,2018-11-28,Open,4
100530,2018-11-29,2018-12-17,Open,4
100530,2018-12-18,2018-12-20,Open,4
100530,2018-12-21,9999-12-31,Open,4
100754,2007-07-28,2016-05-23,Open,1
100754,2016-05-24,2018-11-02,Open,1
100754,2018-11-03,2018-11-04,Open,1
100754,2018-11-05,2018-11-13,Open,1
100754,2018-11-14,2018-11-21,Open,1
100754,2018-11-22,2018-11-26,Open,1
100754,2018-11-27,2018-11-28,Open,1
100754,2018-11-29,2018-12-17,Open,1
100754,2018-12-18,2018-12-20,Open,1
100754,2018-12-21,9999-12-31,Open,1
100959,2007-06-30,2015-10-26,Open,4
100959,2015-10-27,2016-05-23,Open,4
100959,2016-05-24,2018-11-02,Open,4
100959,2018-11-03,2018-11-04,Open,4
100959,2018-11-05,2018-11-13,Open,4
100959,2018-11-14,2018-11-21,Open,4
100959,2018-11-22,2018-11-26,Open,4
100959,2018-11-27,2018-11-28,Open,4
100959,2018-11-29,2018-12-17,Open,4
100959,2018-12-18,2018-12-20,Open,4
100959,2018-12-21,9999-12-31,Open,4
100331,2009-03-28,2016-05-23,Open,4
100331,2016-05-24,9999-12-31,Open,4
100856,2009-10-31,2010-10-01,Open,4
100856,2010-10-02,2010-12-17,Open,4
100856,2010-12-18,2011-07-29,Open,4
100856,2011-07-30,2012-04-06,Open,4
100856,2012-04-07,2013-03-22,Open,4
100856,2013-03-23,2013-10-11,Open,4
100856,2013-10-12,2014-10-10,Open,4
100856,2014-10-11,2015-07-22,Open,4
100856,2015-07-23,2015-11-10,Open,4
100856,2015-11-11,2016-05-23,Open,4
100856,2016-05-24,2017-09-05,Closed,4
100856,2017-09-06,9999-12-31,Open,4
100021,1987-10-01,2015-09-14,Open,3
100021,2015-09-15,2016-05-23,Open,3
100021,2016-05-24,9999-12-31,Open,3
100224,2011-02-26,2011-06-10,Open,4
100224,2011-06-11,2016-05-23,Open,4
100224,2016-05-24,2018-11-02,Open,4
100224,2018-11-03,2018-11-04,Open,4
100224,2018-11-05,2018-11-13,Open,4
100224,2018-11-14,2018-11-21,Open,4
100224,2018-11-22,2018-11-26,Open,4
100224,2018-11-27,2018-11-28,Open,4
100224,2018-11-29,2018-12-17,Open,4
100224,2018-12-18,2018-12-20,Open,4
100224,2018-12-21,9999-12-31,Open,4
100896,2011-08-27,2012-08-24,Open,1
100896,2012-08-25,2013-05-03,Open,1
100896,2013-05-04,2016-05-23,Open,1
100896,2016-05-24,2018-11-02,Open,1
100896,2018-11-03,2018-11-04,Open,1
100896,2018-11-05,2018-11-13,Open,1
100896,2018-11-14,2018-11-21,Open,1
100896,2018-11-22,2018-11-26,Open,1
100896,2018-11-27,2018-11-28,Open,1
100896,2018-11-29,2018-12-17,Open,1
100896,2018-12-18,2018-12-20,Open,1
100896,2018-12-21,9999-12-31,Open,1
100917,2012-02-25,2012-06-29,Open,3
100917,2012-06-30,2016-05-23,Open,3
100917,2016-05-24,2017-11-20,Open,3
100917,2017-11-21,2018-11-02,Closed,3
100917,2018-11-03,2018-11-04,Closed,3
100917,2018-11-05,2018-11-13,Closed,3
100917,2018-11-14,2018-11-21,Closed,3
100917,2018-11-22,2018-11-26,Closed,3
100917,2018-11-27,2018-11-28,Closed,3
100917,2018-11-29,2018-12-17,Closed,3
100917,2018-12-18,2018-12-20,Closed,3
100917,2018-12-21,9999-12-31,Closed,3
100372,2011-06-20,2016-05-23,Open,4
100372,2016-05-24,2018-11-02,Open,4
100372,2018-11-03,2018-11-04,Open,4
100372,2018-11-05,2018-11-13,Open,4
100372,2018-11-14,2018-11-21,Open,4
100372,2018-11-22,2018-11-26,Open,4
100372,2018-11-27,2018-11-28,Open,4
100372,2018-11-29,2018-12-17,Open,4
100372,2018-12-18,2018-12-20,Open,4
100372,2018-12-21,9999-12-31,Open,4
100628,2012-06-30,2016-05-23,Open,4
100628,2016-05-24,2018-11-02,Open,4
100628,2018-11-03,2018-11-04,Open,4
100628,2018-11-05,2018-11-13,Open,4
100628,2018-11-14,2018-11-21,Open,4
100628,2018-11-22,2018-11-26,Open,4
100628,2018-11-27,2018-11-28,Open,4
100628,2018-11-29,2018-12-17,Open,4
100628,2018-12-18,2018-12-20,Open,4
100628,2018-12-21,9999-12-31,Open,4
100601,2013-12-28,2016-05-23,Open,4
100601,2016-05-24,2018-11-02,Open,4
100601,2018-11-03,2018-11-04,Open,4
100601,2018-11-05,2018-11-13,Open,4
100601,2018-11-14,2018-11-21,Open,4
100601,2018-11-22,2018-11-26,Open,4
100601,2018-11-27,2018-11-28,Open,4
100601,2018-11-29,2018-12-17,Open,4
100601,2018-12-18,2018-12-20,Open,4
100601,2018-12-21,9999-12-31,Open,4
100947,2014-02-01,2016-05-23,Open,4
100947,2016-05-24,2018-11-02,Open,4
100947,2018-11-03,2018-11-04,Open,4
100947,2018-11-05,2018-11-13,Open,4
100947,2018-11-14,2018-11-21,Open,4
100947,2018-11-22,2018-11-26,Open,4
100947,2018-11-27,2018-11-28,Open,4
100947,2018-11-29,2018-12-17,Open,4
100947,2018-12-18,2018-12-20,Open,4
100947,2018-12-21,9999-12-31,Open,4
100989,2014-03-24,2016-05-23,Open,2
100989,2016-05-24,2017-11-15,Open,2
100989,2017-11-16,2018-11-02,Closed,3
100989,2018-11-03,2018-11-04,Closed,3
100989,2018-11-05,2018-11-13,Closed,3
100989,2018-11-14,2018-11-21,Closed,3
100989,2018-11-22,2018-11-26,Closed,3
100989,2018-11-27,2018-11-28,Closed,3
100989,2018-11-29,2018-12-17,Closed,3
100989,2018-12-18,2018-12-20,Closed,3
100989,2018-12-21,9999-12-31,Closed,3
100582,2013-12-28,2016-05-23,Open,4
100582,2016-05-24,2018-11-02,Open,4
100582,2018-11-03,2018-11-04,Open,4
100582,2018-11-05,2018-11-13,Open,4
100582,2018-11-14,2018-11-21,Open,4
100582,2018-11-22,2018-11-26,Open,4
100582,2018-11-27,2018-11-28,Open,4
100582,2018-11-29,2018-12-17,Open,4
100582,2018-12-18,2018-12-20,Open,4
100582,2018-12-21,9999-12-31,Open,4
100801,2013-12-28,2016-05-23,Open,4
100801,2016-05-24,9999-12-31,Open,4
100219,2014-06-26,2016-05-23,Open,3
100219,2016-05-24,2018-11-02,Open,3
100219,2018-11-03,2018-11-04,Open,3
100219,2018-11-05,2018-11-13,Open,3
100219,2018-11-14,2018-11-21,Open,3
100219,2018-11-22,2018-11-26,Open,3
100219,2018-11-27,2018-11-28,Open,3
100219,2018-11-29,2018-12-17,Open,3
100219,2018-12-18,2018-12-20,Open,3
100219,2018-12-21,9999-12-31,Open,3
100886,2014-06-28,2016-05-23,Open,4
100886,2016-05-24,2018-11-02,Open,4
100886,2018-11-03,2018-11-04,Open,4
100886,2018-11-05,2018-11-13,Open,4
100886,2018-11-14,2018-11-21,Open,4
100886,2018-11-22,2018-11-26,Open,4
100886,2018-11-27,2018-11-28,Open,4
100886,2018-11-29,2018-12-17,Open,4
100886,2018-12-18,2018-12-20,Open,4
100886,2018-12-21,9999-12-31,Open,4
100974,2014-06-28,2016-05-23,Open,4
100974,2016-05-24,9999-12-31,Open,4
100336,2014-06-28,2016-05-23,Open,4
100336,2016-05-24,2018-11-02,Open,4
100336,2018-11-03,2018-11-04,Open,4
100336,2018-11-05,2018-11-13,Open,4
100336,2018-11-14,2018-11-21,Open,4
100336,2018-11-22,2018-11-26,Open,4
100336,2018-11-27,2018-11-28,Open,4
100336,2018-11-29,2018-12-17,Open,4
100336,2018-12-18,2018-12-20,Open,4
100336,2018-12-21,9999-12-31,Open,4
100124,2014-09-23,2015-03-15,Open,4
100124,2015-03-16,2016-05-23,Open,4
100124,2016-05-24,2018-03-13,Closed,4
100124,2018-03-14,2018-11-02,Open,4
100124,2018-11-03,2018-11-04,Open,4
100124,2018-11-05,2018-11-13,Open,4
100124,2018-11-14,2018-11-21,Open,4
100124,2018-11-22,2018-11-26,Open,4
100124,2018-11-27,2018-11-28,Open,4
100124,2018-11-29,2018-12-17,Open,4
100124,2018-12-18,2018-12-20,Open,4
100124,2018-12-21,9999-12-31,Open,4
100910,2015-01-05,2015-07-01,Open,4
100910,2015-07-02,2016-05-23,Open,4
100910,2016-05-24,2018-11-02,Open,4
100910,2018-11-03,2018-11-04,Open,4
100910,2018-11-05,2018-11-13,Open,4
100910,2018-11-14,2018-11-21,Open,4
100910,2018-11-22,2018-11-26,Open,4
100910,2018-11-27,2018-11-28,Open,4
100910,2018-11-29,2018-12-17,Open,4
100910,2018-12-18,2018-12-20,Open,4
100910,2018-12-21,9999-12-31,Open,4
100289,2015-04-27,2015-05-04,Open,3
100289,2015-05-05,2016-05-23,Open,3
100289,2016-05-24,2018-11-02,Open,3
100289,2018-11-03,2018-11-04,Open,3
100289,2018-11-05,2018-11-13,Open,3
100289,2018-11-14,2018-11-21,Open,3
100289,2018-11-22,2018-11-26,Open,3
100289,2018-11-27,2018-11-28,Open,3
100289,2018-11-29,2018-12-17,Open,3
100289,2018-12-18,2018-12-20,Open,3
100289,2018-12-21,9999-12-31,Open,3
100345,2015-05-04,2016-05-23,Open,4
100345,2016-05-24,9999-12-31,Open,4
100731,2015-07-27,2015-08-23,Open,4
100731,2015-08-24,2016-05-23,Open,4
100731,2016-05-24,2018-11-02,Open,4
100731,2018-11-03,2018-11-04,Open,4
100731,2018-11-05,2018-11-13,Open,4
100731,2018-11-14,2018-11-21,Open,4
100731,2018-11-22,2018-11-26,Open,4
100731,2018-11-27,2018-11-28,Open,4
100731,2018-11-29,2018-12-17,Open,4
100731,2018-12-18,2018-12-20,Open,4
100731,2018-12-21,9999-12-31,Open,4
100791,2015-08-19,2016-05-23,Open,4
100791,2016-05-24,9999-12-31,Open,4
100010,2015-12-08,2016-05-23,Open,1
100010,2016-05-24,9999-12-31,Open,1
100680,2016-01-19,2016-05-23,Open,3
100680,2016-05-24,9999-12-31,Open,3
100242,2016-02-10,2016-05-23,Open,4
100242,2016-05-24,9999-12-31,Open,4
100256,2016-03-10,2016-05-23,Open,2
100256,2016-05-24,9999-12-31,Open,2
100990,1996-12-01,2016-05-23,Open,4
100990,2016-05-24,9999-12-31,Open,4
100292,1998-01-01,2016-05-23,Open,4
100292,2016-05-24,9999-12-31,Open,4
100100,2016-04-29,9999-12-31,Open,4
100506,2016-07-01,9999-12-31,Open,4
100639,2016-07-01,9999-12-31,Open,1
100111,2016-09-01,9999-12-31,Open,4
100659,2016-09-27,9999-12-31,Open,4
100274,2016-10-25,9999-12-31,Open,4
100369,2016-10-01,9999-12-31,Open,4
100456,2016-11-15,9999-12-31,Open,1
100595,2016-08-10,9999-12-31,Open,4
100626,2017-01-24,9999-12-31,Open,1
100334,2017-04-01,9999-12-31,Open,4
100619,2017-07-24,9999-12-31,Open,4
100042,2017-04-01,9999-12-31,Open,4
100894,2017-04-01,9999-12-31,Open,3
100977,2017-01-01,9999-12-31,Open,4
100376,2018-01-06,2018-07-26,Open,4
100376,2018-07-27,9999-12-31,Closed,4
100709,2018-04-10,9999-12-31,Open,4
100093,2018-01-01,9999-12-31,Open,4
100876,2018-01-01,9999-12-31,Open,4
100343,2018-06-07,9999-12-31,Open,3
100596,2018-05-03,9999-12-31,Open,4
100339,2018-07-31,9999-12-31,Open,3
100002,2018-06-07,9999-12-31,Open,3
100151,2018-07-01,9999-12-31,Open,4
100115,1999-06-26,2016-05-23,Open,4
100115,2016-05-24,2018-11-02,Open,4
100115,2018-11-03,2018-11-04,Open,4
100115,2018-11-05,2018-11-13,Open,4
100115,2018-11-14,2018-11-21,Open,4
100115,2018-11-22,2018-11-26,Open,4
100115,2018-11-27,2018-11-28,Open,4
100115,2018-11-29,2018-12-17,Open,4
100115,2018-12-18,2018-12-20,Open,4
100115,2018-12-21,9999-12-31,Open,4
100346,1999-06-26,2013-08-30,Open,4
100346,2013-08-31,2014-09-05,Open,4
100346,2014-09-06,2016-05-23,Open,4
100346,2016-05-24,9999-12-31,Open,4
100154,2005-02-20,2005-04-29,Open,4
100154,2005-04-30,2016-05-23,Open,4
100154,2016-05-24,2018-11-02,Open,4
100154,2018-11-03,2018-11-04,Open,4
100154,2018-11-05,2018-11-13,Open,4
100154,2018-11-14,2018-11-21,Open,4
100154,2018-11-22,2018-11-26,Open,4
100154,2018-11-27,2018-11-28,Open,4
100154,2018-11-29,2018-12-17,Open,4
100154,2018-12-18,2018-12-20,Open,4
100154,2018-12-21,9999-12-31,Open,4
100724,2006-01-14,2011-09-09,Open,3
100724,2011-09-10,2014-03-07,Open,3
100724,2014-03-08,2015-08-04,Open,3
100724,2015-08-05,2016-05-23,Open,3
100724,2016-05-24,2018-11-02,Open,3
100724,2018-11-03,2018-11-04,Open,3
100724,2018-11-05,2018-11-13,Open,3
100724,2018-11-14,2018-11-21,Open,3
100724,2018-11-22,2018-11-26,Open,3
100724,2018-11-27,2018-11-28,Open,3
100724,2018-11-29,2018-12-17,Open,3
100724,2018-12-18,2018-12-20,Open,3
100724,2018-12-21,9999-12-31,Open,3
100558,2006-07-29,2016-05-23,Open,1
100558,2016-05-24,2018-11-02,Open,1
100558,2018-11-03,2018-11-04,Open,1
100558,2018-11-05,2018-11-13,Open,1
100558,2018-11-14,2018-11-21,Open,1
100558,2018-11-22,2018-11-26,Open,1
100558,2018-11-27,2018-11-28,Open,1
100558,2018-11-29,2018-12-17,Open,1
100558,2018-12-18,2018-12-20,Open,1
100558,2018-12-21,9999-12-31,Open,1
100297,2008-06-28,2008-09-19,Open,4
100297,2008-09-20,2009-12-04,Open,4
100297,2009-12-05,2016-05-23,Open,4
100297,2016-05-24,2018-11-02,Open,4
100297,2018-11-03,2018-11-04,Open,4
100297,2018-11-05,2018-11-13,Open,4
100297,2018-11-14,2018-11-21,Open,4
100297,2018-11-22,2018-11-26,Open,4
100297,2018-11-27,2018-11-28,Open,4
100297,2018-11-29,2018-12-17,Open,4
100297,2018-12-18,2018-12-20,Open,4
100297,2018-12-21,9999-12-31,Open,4
100627,2008-11-29,2009-06-19,Open,3
100627,2009-06-20,2012-08-03,Open,3
100627,2012-08-04,2013-02-15,Open,3
100627,2013-02-16,2014-05-30,Open,3
100627,2014-05-31,2015-05-21,Open,3
100627,2015-05-22,2016-05-23,Open,3
100627,2016-05-24,9999-12-31,Open,3
100207,2010-09-25,2013-06-28,Open,3
100207,2013-06-29,2016-05-23,Open,3
100207,2016-05-24,2018-07-05,Closed,3
100207,2018-07-06,9999-12-31,Open,3
100285,2011-01-01,2016-05-23,Open,1
100285,2016-05-24,2018-11-02,Open,1
100285,2018-11-03,2018-11-04,Open,1
100285,2018-11-05,2018-11-13,Open,1
100285,2018-11-14,2018-11-21,Open,1
100285,2018-11-22,2018-11-26,Open,1
100285,2018-11-27,2018-11-28,Open,1
100285,2018-11-29,2018-12-17,Open,1
100285,2018-12-18,2018-12-20,Open,1
100285,2018-12-21,9999-12-31,Open,1
100755,2012-01-28,2013-06-28,Open,4
100755,2013-06-29,2013-11-15,Open,4
100755,2013-11-16,2014-06-06,Open,4
100755,2014-06-07,2014-09-19,Open,4
100755,2014-09-20,2015-10-30,Open,4
100755,2015-10-31,2016-05-23,Open,4
100755,2016-05-24,2017-05-17,Closed,4
100755,2017-05-18,2018-11-02,Open,4
100755,2018-11-03,2018-11-04,Open,4
100755,2018-11-05,2018-11-13,Open,4
100755,2018-11-14,2018-11-21,Open,4
100755,2018-11-22,2018-11-26,Open,4
100755,2018-11-27,2018-11-28,Open,4
100755,2018-11-29,2018-12-17,Open,4
100755,2018-12-18,2018-12-20,Open,4
100755,2018-12-21,9999-12-31,Open,4
100403,2012-01-28,2016-05-23,Open,4
100403,2016-05-24,2018-11-02,Open,4
100403,2018-11-03,2018-11-04,Open,4
100403,2018-11-05,2018-11-13,Open,4
100403,2018-11-14,2018-11-21,Open,4
100403,2018-11-22,2018-11-26,Open,4
100403,2018-11-27,2018-11-28,Open,4
100403,2018-11-29,2018-12-17,Open,4
100403,2018-12-18,2018-12-20,Open,4
100403,2018-12-21,9999-12-31,Open,4
100320,2011-12-31,2012-06-22,Open,4
100320,2012-06-23,2015-08-11,Open,4
100320,2015-08-12,2016-04-10,Open,4
100320,2016-04-11,2016-05-23,Open,4
100320,2016-05-24,2018-11-02,Open,4
100320,2018-11-03,2018-11-04,Open,4
100320,2018-11-05,2018-11-13,Open,4
100320,2018-11-14,2018-11-21,Open,4
100320,2018-11-22,2018-11-26,Open,4
100320,2018-11-27,2018-11-28,Open,4
100320,2018-11-29,2018-12-17,Open,4
100320,2018-12-18,2018-12-20,Open,4
100320,2018-12-21,9999-12-31,Open,4
100798,2012-07-28,2014-03-30,Open,3
100798,2014-03-31,2016-05-23,Open,3
100798,2016-05-24,2016-06-30,Closed,3
100798,2016-07-01,2018-11-02,Open,3
100798,2018-11-03,2018-11-04,Open,3
100798,2018-11-05,2018-11-13,Open,3
100798,2018-11-14,2018-11-21,Open,3
100798,2018-11-22,2018-11-26,Open,3
100798,2018-11-27,2018-11-28,Open,3
100798,2018-11-29,2018-12-17,Open,3
100798,2018-12-18,2018-12-20,Open,3
100798,2018-12-21,9999-12-31,Open,3
100759,2012-07-28,2016-05-23,Open,4
100759,2016-05-24,2018-11-02,Open,4
100759,2018-11-03,2018-11-04,Open,4
100759,2018-11-05,2018-11-13,Open,4
100759,2018-11-14,2018-11-21,Open,4
100759,2018-11-22,2018-11-26,Open,4
100759,2018-11-27,2018-11-28,Open,4
100759,2018-11-29,2018-12-17,Open,4
100759,2018-12-18,2018-12-20,Open,4
100759,2018-12-21,9999-12-31,Open,4
100890,2012-09-01,2016-05-23,Open,4
100890,2016-05-24,2018-11-02,Open,4
100890,2018-11-03,2018-11-04,Open,4
100890,2018-11-05,2018-11-13,Open,4
100890,2018-11-14,2018-11-21,Open,4
100890,2018-11-22,2018-11-26,Open,4
100890,2018-11-27,2018-11-28,Open,4
100890,2018-11-29,2018-12-17,Open,4
100890,2018-12-18,2018-12-20,Open,4
100890,2018-12-21,9999-12-31,Open,4
100951,2012-12-01,2016-05-23,Open,4
100951,2016-05-24,2018-11-02,Open,4
100951,2018-11-03,2018-11-04,Open,4
100951,2018-11-05,2018-11-13,Open,4
100951,2018-11-14,2018-11-21,Open,4
100951,2018-11-22,2018-11-26,Open,4
100951,2018-11-27,2018-11-28,Open,4
100951,2018-11-29,2018-12-17,Open,4
100951,2018-12-18,2018-12-20,Open,4
100951,2018-12-21,9999-12-31,Open,4
100945,2012-10-27,2016-05-23,Open,4
100945,2016-05-24,2018-11-02,Open,4
100945,2018-11-03,2018-11-04,Open,4
100945,2018-11-05,2018-11-13,Open,4
100945,2018-11-14,2018-11-21,Open,4
100945,2018-11-22,2018-11-26,Open,4
100945,2018-11-27,2018-11-28,Open,4
100945,2018-11-29,2018-12-17,Open,4
100945,2018-12-18,2018-12-20,Open,4
100945,2018-12-21,9999-12-31,Open,4
100090,2013-10-26,2016-05-23,Open,4
100090,2016-05-24,9999-12-31,Open,4
100641,2014-11-29,2016-05-23,Open,4
100641,2016-05-24,2017-10-06,Open,4
100641,2017-10-07,2018-11-02,Closed,4
100641,2018-11-03,2018-11-04,Closed,4
100641,2018-11-05,2018-11-13,Closed,4
100641,2018-11-14,2018-11-21,Closed,4
100641,2018-11-22,2018-11-26,Closed,4
100641,2018-11-27,2018-11-28,Closed,4
100641,2018-11-29,2018-12-17,Closed,4
100641,2018-12-18,2018-12-20,Closed,4
100641,2018-12-21,9999-12-31,Closed,4
100939,2015-08-11,2016-05-23,Open,3
100939,2016-05-24,9999-12-31,Open,3
100150,2015-08-13,2015-09-01,Open,3
100150,2015-09-02,2016-05-23,Open,3
100150,2016-05-24,2018-11-02,Open,3
100150,2018-11-03,2018-11-04,Open,3
100150,2018-11-05,2018-11-13,Open,3
100150,2018-11-14,2018-11-21,Open,3
100150,2018-11-22,2018-11-26,Open,3
100150,2018-11-27,2018-11-28,Open,3
100150,2018-11-29,2018-12-17,Open,3
100150,2018-12-18,2018-12-20,Open,3
100150,2018-12-21,9999-12-31,Open,3
100257,2015-10-15,2016-05-23,Open,4
100257,2016-05-24,9999-12-31,Open,4
100589,2015-10-13,2015-12-07,Open,4
100589,2015-12-08,2016-02-04,Open,4
100589,2016-02-05,2016-05-23,Open,4
100589,2016-05-24,2018-11-02,Open,4
100589,2018-11-03,2018-11-04,Open,4
100589,2018-11-05,2018-11-13,Open,4
100589,2018-11-14,2018-11-21,Open,4
100589,2018-11-22,2018-11-26,Open,4
100589,2018-11-27,2018-11-28,Open,4
100589,2018-11-29,2018-12-17,Open,4
100589,2018-12-18,2018-12-20,Open,4
100589,2018-12-21,9999-12-31,Open,4
100665,2015-12-08,2016-05-23,Open,3
100665,2016-05-24,2017-03-09,Open,3
100665,2017-03-10,9999-12-31,Open,3
100335,2015-12-02,2016-05-23,Open,4
100335,2016-05-24,9999-12-31,Open,4
100765,2016-03-03,2016-05-23,Open,4
100765,2016-05-24,9999-12-31,Open,4
100701,2016-04-14,2016-05-23,Open,4
100701,2016-05-24,9999-12-31,Open,4
100300,2016-05-06,2016-05-23,Open,3
100300,2016-05-24,2017-10-13,Open,3
100300,2017-10-14,9999-12-31,Closed,3
100417,2016-04-01,9999-12-31,Open,4
100664,2016-07-01,9999-12-31,Open,4
100015,2016-07-01,9999-12-31,Open,4
100177,2016-12-05,9999-12-31,Open,3
100490,2016-10-01,9999-12-31,Open,4
100661,2017-03-01,9999-12-31,Open,3
100993,2017-04-01,9999-12-31,Open,4
100936,2017-06-29,9999-12-31,Open,4
100426,2017-05-25,9999-12-31,Open,3
100025,2017-04-01,9999-12-31,Open,4
100738,2017-07-01,9999-12-31,Open,4
100099,2018-02-06,9999-12-31,Open,4
100259,2017-08-01,9999-12-31,Open,4
100325,2017-07-10,9999-12-31,Open,1
100074,2018-08-16,9999-12-31,Open,4
100816,2018-07-23,9999-12-31,Open,4
100771,2004-04-30,2005-01-29,Open,3
100771,2005-01-30,2006-03-10,Open,3
100771,2006-03-11,2007-03-23,Open,3
100771,2007-03-24,2010-09-24,Open,3
100771,2010-09-25,2014-05-23,Open,3
100771,2014-05-24,2014-10-17,Open,3
100771,2014-10-18,2016-05-23,Open,3
100771,2016-05-24,2016-07-28,Open,3
100771,2016-07-29,2016-10-26,Closed,3
100771,2016-10-27,2018-11-02,Open,3
100771,2018-11-03,2018-11-04,Open,3
100771,2018-11-05,2018-11-13,Open,3
100771,2018-11-14,2018-11-21,Open,3
100771,2018-11-22,2018-11-26,Open,3
100771,2018-11-27,2018-11-28,Open,3
100771,2018-11-29,2018-12-17,Open,3
100771,2018-12-18,2018-12-20,Open,3
100771,2018-12-21,9999-12-31,Open,3
100089,2005-04-30,2016-05-23,Open,4
100089,2016-05-24,2018-11-02,Open,4
100089,2018-11-03,2018-11-04,Open,4
100089,2018-11-05,2018-11-13,Open,4
100089,2018-11-14,2018-11-21,Open,4
100089,2018-11-22,2018-11-26,Open,4
100089,2018-11-27,2018-11-28,Open,4
100089,2018-11-29,2018-12-17,Open,4
100089,2018-12-18,2018-12-20,Open,4
100089,2018-12-21,9999-12-31,Open,4
100103,2008-04-26,2012-09-21,Open,4
100103,2012-09-22,2016-01-05,Open,4
100103,2016-01-06,2016-05-23,Open,4
100103,2016-05-24,2018-11-02,Open,4
100103,2018-11-03,2018-11-04,Open,4
100103,2018-11-05,2018-11-13,Open,4
100103,2018-11-14,2018-11-21,Open,4
100103,2018-11-22,2018-11-26,Open,4
100103,2018-11-27,2018-11-28,Open,4
100103,2018-11-29,2018-12-17,Open,4
100103,2018-12-18,2018-12-20,Open,4
100103,2018-12-21,9999-12-31,Open,4
100139,2008-06-28,2016-05-23,Open,4
100139,2016-05-24,9999-12-31,Open,4
100324,2007-12-30,2009-03-20,Open,4
100324,2009-03-21,2016-05-23,Open,4
100324,2016-05-24,2018-11-02,Open,4
100324,2018-11-03,2018-11-04,Open,4
100324,2018-11-05,2018-11-13,Open,4
100324,2018-11-14,2018-11-21,Open,4
100324,2018-11-22,2018-11-26,Open,4
100324,2018-11-27,2018-11-28,Open,4
100324,2018-11-29,2018-12-17,Open,4
100324,2018-12-18,2018-12-20,Open,4
100324,2018-12-21,9999-12-31,Open,4
100981,2009-01-31,2016-05-23,Open,4
100981,2016-05-24,2016-07-13,Open,4
100981,2016-07-14,2018-11-02,Open,4
100981,2018-11-03,2018-11-04,Open,4
100981,2018-11-05,2018-11-13,Open,4
100981,2018-11-14,2018-11-21,Open,4
100981,2018-11-22,2018-11-26,Open,4
100981,2018-11-27,2018-11-28,Open,4
100981,2018-11-29,2018-12-17,Open,4
100981,2018-12-18,2018-12-20,Open,4
100981,2018-12-21,9999-12-31,Open,4
100555,2009-03-28,2010-12-17,Open,4
100555,2010-12-18,2016-05-23,Open,4
100555,2016-05-24,2018-11-02,Open,4
